Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,sample,female,earnph,agesq
79891,600506975493691,April,AR,2242.4567,865.38,40,44,1,,47,2,1,2,4,"Native, Born In US",7,"Other schools, instruction, and educational services (6116, 6117)",2340,Government - Federal,No,No,Employed-At Work,1.0,1,21.6345,2209
79937,8520250698290,April,AR,2496.9103,769.23,40,44,1,,31,2,1,2,8,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,19.23075,961
79966,2901120990966,April,CA,3241.5656,1338.0,40,44,1,,60,1,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,0,33.45,3600
80058,44410660998166,April,CA,4473.9356,1750.0,40,44,4,,35,1,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,43.75,1225
80305,200600008773624,April,CA,2981.2116,674.41,50,44,1,6.0,36,2,1,2,8,"Native, Born In US",9,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,13.488199999999999,1296
80348,200609956102842,April,CA,3116.4352,1923.0,40,44,1,,34,1,1,2,8,"Native, Born In US",9,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,48.075,1156
80349,200609956102842,April,CA,3234.7057,1538.0,40,44,1,1.0,34,2,1,2,8,"Native, Born In US",9,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,38.45,1156
80366,200609983456597,April,CA,2829.6196,1015.0,36,45,1,,55,2,1,1,4,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Local,No,No,Employed-At Work,1.0,1,28.194444444444443,3025
80395,224095889600795,April,CA,3106.0892,1153.0,35,45,1,,45,1,6,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Local,Yes,,Employed-At Work,1.0,0,32.94285714285714,2025
80630,630610282040020,April,CA,3356.2898,961.53,45,46,1,,37,1,7,0,0,"Foreign Born, Not a US Citizen",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,21.36733333333333,1369
80631,630610282040020,April,CA,3136.8581,865.38,40,46,1,8.0,29,2,7,0,0,"Foreign Born, Not a US Citizen",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,21.6345,841
80677,660545086809793,April,CA,2923.3691,1461.0,40,44,2,,44,2,7,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,36.525,1936
80811,816649060139006,April,CA,2920.6829,1292.3,40,44,1,,34,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,32.3075,1156
81107,83290260015902,April,CA,3414.1859999999997,1538.0,84,46,1,,54,1,1,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,0,18.30952380952381,2916
81108,83290260015902,April,CA,3407.7397,1538.0,50,46,1,,53,2,1,0,0,"Foreign Born, Not a US Citizen",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Local,Yes,,Employed-At Work,1.0,1,30.76,2809
81228,98056196060200,April,CA,3141.9336,1557.0,40,44,1,,46,1,1,3,10,"Native, Born In US",9,National security and international affairs (928),2200,Government - Federal,No,No,Employed-At Work,1.0,0,38.925,2116
81281,160063098502519,April,CA,2711.696,504.0,36,44,1,,40,2,7,0,0,"Native, Born In US",9,"Other schools, instruction, and educational services (6116, 6117)",2340,"Private, For Profit",No,No,Employed-At Work,1.0,1,14.0,1600
81303,170360098006287,April,CA,2755.8448,1153.84,40,45,1,,57,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,28.845999999999997,3249
81638,650869097906109,April,CA,3683.8555,1538.46,50,44,1,1.0,44,1,1,4,11,"Native, Born In US",9,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,30.7692,1936
81679,669002480600247,April,CA,3357.7971,1384.61,40,44,2,,38,1,1,3,2,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,34.615249999999996,1444
81680,669002480600247,April,CA,2206.7178,1384.61,40,44,2,,40,2,1,3,2,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,34.615249999999996,1600
81773,802002170200806,April,CA,2709.3871,1442.3,35,44,1,,55,1,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,41.208571428571425,3025
81800,828001700600202,April,CA,2424.3561,1250.0,40,44,1,,43,2,1,1,3,"Native, Born In US",9,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-At Work,1.0,1,31.25,1849
81913,930368092902529,April,CA,3196.7054,673.0,20,44,1,,38,2,1,2,3,"Foreign Born, US Cit By Naturalization",9,Elementary and secondary schools (6111),2330,Government - Local,No,No,Employed-At Work,1.0,1,33.65,1444
82074,59860260966296,April,CA,3097.6526,1815.78,40,46,4,,50,2,1,0,0,"Foreign Born, US Cit By Naturalization",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,45.3945,2500
82187,527091689600968,April,CA,2962.4233,1538.46,50,44,1,,37,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,30.7692,1369
82188,527091689600968,April,CA,3014.0191,1538.46,50,44,1,,40,1,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,0,30.7692,1600
82213,660719056909890,April,CA,3313.994,2307.69,70,46,1,,54,1,1,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,32.967,2916
82262,906901840993306,April,CA,3253.4306,1307.69,40,44,1,,41,1,5,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,Yes,Employed-At Work,1.0,0,32.69225,1681
82452,936008841069910,April,CO,1759.9163,1153.0,40,44,3,,62,2,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,28.825,3844
82480,71902604094889,April,CO,1520.0801,450.0,40,46,1,,43,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2330,"Private, For Profit",No,No,Employed-At Work,1.0,1,11.25,1849
82482,74976502052857,April,CO,1678.2707,450.0,40,44,1,,35,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,11.25,1225
82591,600809983516571,April,CO,1916.5841,1038.46,40,44,1,,51,2,1,1,4,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,25.9615,2601
82632,977048806069430,April,CO,1682.7492,821.0,50,46,1,,60,2,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,16.42,3600
82640,41630280780697,April,CO,1745.5103,807.69,40,44,4,,56,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2320,Government - Local,No,Yes,Employed-At Work,1.0,1,20.19225,3136
82680,92942901047899,April,CO,1025.6881,1384.0,40,44,2,,39,1,1,3,5,"Foreign Born, Not a US Citizen",8,Elementary and secondary schools (6111),2320,Government - State,No,No,Employed-At Work,1.0,0,34.6,1521
82731,200809910417190,April,CO,1921.9813,538.0,40,44,1,,48,2,1,1,4,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,13.45,2304
82777,430889099606429,April,CO,1657.5565,1057.69,50,44,1,,34,2,1,1,1,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,21.1538,1156
82815,668092659800948,April,CO,1455.8899,961.53,40,44,1,,41,1,5,0,0,"Native, Born In US",8,"Residential care facilities, without nursing (6232, 6233, 6239)",2340,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,24.038249999999998,1681
82859,906901450995318,April,CO,1795.8649,1057.0,50,44,1,,29,2,7,0,0,"Foreign Born, Not a US Citizen",8,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,21.14,841
83022,74922107035909,April,CT,1345.6316,1576.92,40,44,1,,63,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,39.423,3969
83032,76926909051987,April,CT,1447.1282,1769.0,40,44,1,,30,2,5,1,2,"Native, Born In US",1,Elementary and secondary schools (6111),2330,"Private, For Profit",No,No,Employed-At Work,1.0,1,44.225,900
83073,200907978592073,April,CT,1471.2886,1875.0,40,44,1,,46,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,46.875,2116
83100,390950026907294,April,CT,1327.1045,700.0,38,44,1,,42,2,1,1,4,"Native, Born In US",1,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,18.42105263157895,1764
83125,570895097102279,April,CT,1541.7913,173.07,25,44,1,2.0,32,2,1,2,8,"Native, Born In US",1,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-At Work,1.0,1,6.9228,1024
83138,600907996829571,April,CT,1345.6316,1730.76,40,44,1,,63,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,43.269,3969
83156,669679960637002,April,CT,1327.1045,800.0,35,44,1,,40,2,1,2,6,"Native, Born In US",1,Elementary and secondary schools (6111),2300,Government - Local,Yes,,Employed-At Work,1.0,1,22.857142857142858,1600
83158,690195017606060,April,CT,1447.1282,173.0,33,44,1,,34,2,1,3,11,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,5.242424242424242,1156
83176,731039891029580,April,CT,1354.3045,2800.0,80,45,1,,44,1,1,3,10,"Native, Born In US",1,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,0,35.0,1936
83195,790203012909574,April,CT,1331.2311,1711.53,50,44,1,,58,2,5,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,34.2306,3364
83222,909019663069490,April,CT,1469.5914,1904.76,50,44,1,,52,2,1,0,0,"Native, Born Abroad Of US Parent(s)",1,Elementary and secondary schools (6111),2320,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,38.0952,2704
83350,600907942613695,April,CT,1327.1045,1107.0,40,44,1,,40,2,1,3,14,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,27.675,1600
83370,959050754740960,April,CT,1452.8696,2884.61,50,45,1,,62,1,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,0,57.6922,3844
83371,959050754740960,April,CT,1290.2923,1576.0,40,44,1,,62,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,39.4,3844
83494,19580195860721,April,DE,412.9872,1884.61,45,46,1,,56,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,0,41.88022222222222,3136
83513,41031200936999,April,DE,412.9872,2884.61,40,44,1,,55,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Other schools, instruction, and educational services (6116, 6117)",2340,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,72.11525,3025
83588,140107005712470,April,DE,529.8886,846.15,40,44,1,,24,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - State,No,No,Employed-At Work,1.0,1,21.15375,576
83659,301891016907375,April,DE,416.9495,550.0,29,44,2,,29,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,18.96551724137931,841
84001,502709351977791,April,DC,352.8647,1076.92,50,44,1,,34,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2330,"Private, For Profit",Yes,,Employed-At Work,1.0,1,21.538400000000003,1156
84100,753051847129060,April,DC,348.2332,1076.92,40,46,1,,64,1,1,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,26.923000000000002,4096
84482,52251220984695,April,FL,2958.2858,1096.15,45,44,1,,56,2,1,0,0,"Native, Born Abroad Of US Parent(s)",5,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,24.35888888888889,3136
84518,83981220018306,April,FL,3301.9186,865.38,40,44,1,3.0,37,2,1,2,6,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,21.6345,1369
84627,192982709018209,April,FL,3193.6007,807.0,50,44,1,2.0,49,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,16.14,2401
84874,470525093216169,April,FL,4023.3151,923.07,40,44,2,,34,2,1,2,1,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-Absent,1.0,1,23.07675,1156
85278,522195509200921,April,FL,3269.5241,1168.0,35,44,1,,45,2,1,2,4,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,33.371428571428574,2025
85359,948003802129110,April,GA,4379.832,346.15,40,44,2,,54,1,7,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,8.653749999999999,2916
85415,123580660360105,April,GA,3410.0451,961.53,60,44,1,,38,1,1,2,3,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,16.0255,1444
85470,198922008025369,April,GA,3705.6721,1250.0,40,44,1,,49,2,1,1,3,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - Federal,Yes,,Employed-At Work,1.0,1,31.25,2401
85473,198922501077349,April,GA,3480.9837,750.0,50,44,1,,60,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,15.0,3600
85573,563197689300950,April,GA,3725.04,807.69,40,44,1,,24,1,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-Absent,1.0,0,20.19225,576
85579,606903451990233,April,GA,3536.0189,1250.0,40,44,1,,58,1,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-Absent,1.0,0,31.25,3364
85638,853149420409109,April,GA,3964.7013,1250.0,40,44,1,,54,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-At Work,1.0,1,31.25,2916
85657,927195599300907,April,GA,3247.1914,1153.84,40,45,2,,39,2,5,2,3,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,28.845999999999997,1521
85710,231203026909397,April,GA,3477.4531,1230.0,40,44,1,,59,2,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-Absent,1.0,1,30.75,3481
85791,210309955560595,April,GA,3733.2682,1019.23,45,44,1,,51,1,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,0,22.649555555555555,2601
85873,194996203002554,April,HI,562.5366,384.0,20,44,1,,55,2,5,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.2,3025
85921,569750666900921,April,HI,693.9809,1038.46,40,44,1,,54,1,1,1,4,"Foreign Born, Not a US Citizen",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,0,25.9615,2916
85929,570555097112279,April,HI,564.278,1392.92,40,46,15,,55,2,5,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,34.823,3025
85990,6706911993945,April,HI,578.5638,769.0,40,44,4,,31,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,19.225,961
86063,520855096016798,April,HI,1203.0636,961.84,40,44,5,2.0,30,2,1,2,8,"Native, Born In US",9,Elementary and secondary schools (6111),2330,Government - State,No,Yes,Employed-At Work,1.0,1,24.046,900
86215,589830325310961,April,HI,580.9226,1442.3,40,44,4,,56,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-At Work,1.0,1,36.0575,3136
86308,196010860760105,April,ID,1154.5487,2500.0,40,45,1,,50,1,5,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2320,Government - State,No,No,Employed-At Work,1.0,0,62.5,2500
86310,206005721205546,April,ID,1520.4504,1442.0,40,46,2,,59,1,1,0,0,"Foreign Born, Not a US Citizen",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,36.05,3481
86415,268193789600916,April,ID,1241.2501,300.0,20,44,1,,52,2,1,1,4,"Native, Born In US",8,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,15.0,2704
86558,117760360390103,April,IL,2870.5217,1250.0,50,44,1,,31,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,25.0,961
86566,167670720090105,April,IL,2906.3941,1442.3,40,46,1,,36,2,1,1,1,"Foreign Born, Not a US Citizen",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,36.0575,1296
